Country,Gender,Compensation: midpoint,Employment Status
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,10000,I'm a student
Netherlands,Male,10000,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Rather not say,I'm a student
Netherlands,Male,10000,I'm a student
Netherlands,Male,10000,I'm a student
Netherlands,Male,,
Netherlands,Male,Rather not say,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,10000,I'm a student
Netherlands,Female,Rather not say,I'm a student
Netherlands,Male,Rather not say,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,,
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Prefer not to disclose,Rather not say,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Rather not say,I'm a student
Netherlands,Male,10000,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,10000,I'm a student
Netherlands,Male,Unemployed,Unemployed
Netherlands,Male,10000,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,,
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,,
Netherlands,Male,10000,I'm a student
Netherlands,Male,,I'm a student
Netherlands,Female,,
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,Unemployed
Netherlands,Male,,
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,10000,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,90000,I'm a student
Netherlands,Male,,Unemployed
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,10000,I'm a student
Netherlands,Male,10000,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Rather not say,I'm a student
Netherlands,Male,Rather not say,I'm a student
Netherlands,Male,10000,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,10000,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,10000,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,10000,I'm a student
Netherlands,Male,Unemployed,I'm a student
New Zealand,Male,Unemployed,I'm a student
New Zealand,Male,,Prefer not to disclose
New Zealand,Male,Rather not say,I'm a student
New Zealand,Male,Rather not say,I'm a student
New Zealand,Male,Unemployed,I'm a student
New Zealand,Male,Unemployed,I'm a student
New Zealand,Male,,
New Zealand,Male,Unemployed,I'm a student
New Zealand,Male,,
New Zealand,Male,10000,I'm a student
New Zealand,Male,Unemployed,I'm a student
New Zealand,Male,Unemployed,I'm a student
New Zealand,Male,Unemployed,I'm a student
New Zealand,Male,,I'm a student
New Zealand,Male,Unemployed,I'm a student
New Zealand,Male,10000,I'm a student
New Zealand,Male,Rather not say,I'm a student
New Zealand,Male,10000,I'm a student
New Zealand,Male,Rather not say,I'm a student
New Zealand,Male,Rather not say,I'm a student
New Zealand,Male,10000,I'm a student
Nigeria,Female,,I'm a student
Nigeria,Prefer not to disclose,30000,I'm a student
Norway,Male,,I'm a student
Norway,Male,Unemployed,I'm a student
Norway,Male,Unemployed,I'm a student
Norway,Male,Unemployed,I'm a student
Norway,Male,,I'm a student
Norway,Male,Unemployed,I'm a student
Norway,Male,Unemployed,I'm a student
Norway,Male,Unemployed,I'm a student
Norway,Male,30000,I'm a student
Norway,Male,,I'm a student
Norway,Male,10000,I'm a student
Norway,Male,Rather not say,I'm a student
Norway,Male,Unemployed,I'm a student
Norway,Male,,
Norway,Male,Unemployed,I'm a student
Norway,Male,Unemployed,I'm a student
Norway,Male,Unemployed,I'm a student
Norway,Female,,
Norway,Male,Unemployed,I'm a student
Pakistan,Female,Unemployed,I'm a student
Pakistan,Male,Unemployed,I'm a student
Pakistan,Male,Unemployed,I'm a student
Pakistan,Male,10000,I'm a student
Pakistan,Other,Unemployed,I'm a student
Pakistan,Male,,I'm a student
Pakistan,Male,Unemployed,I'm a student
Pakistan,Male,,I'm a student
Pakistan,Female,Unemployed,I'm a student
Panama,Male,Unemployed,I'm a student
Paraguay,Female,Unemployed,I'm a student
Paraguay,Male,Unemployed,I'm a student
Peru,Female,10000,I'm a student
Peru,Female,10000,I'm a student
Philippines,Male,Unemployed,I'm a student
Philippines,Male,Unemployed,I'm a student
Philippines,Male,,I'm a student
Philippines,Male,10000,I'm a student
Philippines,Male,10000,I'm a student
Philippines,Male,,I'm a student
Philippines,Male,Rather not say,I'm a student
Philippines,Male,,I'm a student
Philippines,Male,Unemployed,I'm a student
Philippines,Male,Unemployed,I'm a student
Philippines,Male,Unemployed,I'm a student
Philippines,Male,Unemployed,I'm a student
Philippines,Male,,
Philippines,Male,Unemployed,I'm a student
Philippines,Male,Unemployed,I'm a student
Philippines,Female,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,,I'm a student
Poland,Male,,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,,
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,10000,I'm a student
Poland,Male,10000,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,Unemployed
Poland,Male,Unemployed,I'm a student
Poland,Male,10000,I'm a student
Poland,Male,Unemployed,Unemployed
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Female,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,,I'm a student
Poland,Male,10000,I'm a student
Poland,Female,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,Unemployed
Poland,Male,10000,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,10000,Unemployed
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,,,
Poland,Female,Rather not say,I'm a student
Poland,Male,10000,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,,I'm a student
Poland,Female,10000,I'm a student
Poland,Female,10000,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,10000,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,Unemployed
Poland,Male,,Unemployed
Poland,Male,Unemployed,I'm a student
Poland,Male,,
Poland,Female,Unemployed,Unemployed
Poland,Male,Unemployed,I'm a student
Poland,Male,,I'm a student
Poland,Male,Unemployed,Unemployed
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,Unemployed
Poland,Male,10000,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,Unemployed,I'm a student
Poland,Male,,
Poland,Male,10000,I'm a student
Poland,Male,10000,I'm a student
Poland,Male,,I'm a student
Poland,Male,Unemployed,I'm a student
Portugal,Male,Unemployed,I'm a student
Portugal,Male,Unemployed,I'm a student
Portugal,Male,Unemployed,I'm a student
Portugal,Female,Unemployed,I'm a student
Portugal,Male,,
Portugal,Male,10000,I'm a student
Portugal,Prefer not to disclose,Unemployed,I'm a student
Portugal,Other,,
Portugal,Male,Unemployed,I'm a student
Portugal,Male,Unemployed,I'm a student
Portugal,Male,10000,I'm a student
Portugal,Male,Unemployed,Unemployed
Portugal,Female,,I'm a student
Portugal,Male,Rather not say,I'm a student
Portugal,Female,10000,I'm a student
Portugal,Male,Unemployed,I'm a student
Portugal,Male,Unemployed,I'm a student
Portugal,Male,,I'm a student
Portugal,Male,Unemployed,I'm a student
Portugal,Male,Unemployed,I'm a student
Portugal,Male,Unemployed,I'm a student
Portugal,Male,Unemployed,I'm a student
Portugal,Male,Unemployed,I'm a student
Portugal,Male,,I'm a student
Portugal,Male,Rather not say,I'm a student
Portugal,Female,,I'm a student
Portugal,Male,Unemployed,I'm a student
Portugal,Male,Unemployed,I'm a student
Portugal,Male,Unemployed,I'm a student
Portugal,Male,Unemployed,I'm a student
Portugal,Male,Unemployed,I'm a student
Portugal,Male,Unemployed,I'm a student
Portugal,Male,,I'm a student
Portugal,Male,,
Portugal,Prefer not to disclose,Unemployed,I'm a student
Portugal,Male,,
Portugal,Male,,I'm a student
Portugal,Male,Unemployed,I'm a student
Portugal,Male,Unemployed,Unemployed
Portugal,Male,Unemployed,I'm a student
Portugal,Male,Unemployed,I'm a student
Portugal,Male,Unemployed,I'm a student
Portugal,Male,10000,I'm a student
Romania,Male,,I'm a student
Romania,Female,,I'm a student
Romania,Male,Unemployed,I'm a student
Romania,Male,Unemployed,I'm a student
Romania,Male,,I'm a student
Romania,Male,,I'm a student
Romania,Male,,
Romania,Male,Unemployed,I'm a student
Romania,Female,Unemployed,I'm a student
Romania,Male,,I'm a student
Russian Federation,Male,Unemployed,I'm a student
Russian Federation,Male,10000,I'm a student
Russian Federation,Prefer not to disclose,Unemployed,I'm a student
Russian Federation,Male,10000,Freelance / Contractor
Russian Federation,Male,10000,I'm a student
Russian Federation,Male,,I'm a student
Russian Federation,Male,10000,I'm a student
Russian Federation,Male,Rather not say,I'm a student
Russian Federation,Male,Unemployed,I'm a student
Russian Federation,Male,Unemployed,I'm a student
Russian Federation,Male,,I'm a student
Russian Federation,Male,Unemployed,I'm a student
Russian Federation,Male,Unemployed,I'm a student
Russian Federation,Female,Unemployed,I'm a student
Russian Federation,Male,Unemployed,I'm a student
Russian Federation,Male,Rather not say,Prefer not to disclose
Russian Federation,Male,Unemployed,I'm a student
Russian Federation,Female,Unemployed,Unemployed
Russian Federation,Male,Unemployed,I'm a student
Russian Federation,Male,Unemployed,I'm a student
Russian Federation,Male,10000,I'm a student
Russian Federation,Male,10000,I'm a student
Russian Federation,Male,Rather not say,I'm a student
Russian Federation,Male,10000,I'm a student
Russian Federation,Prefer not to disclose,10000,I'm a student
Russian Federation,Female,Unemployed,I'm a student
Russian Federation,Male,Unemployed,I'm a student
Russian Federation,Male,,
Russian Federation,Male,Unemployed,Unemployed
Russian Federation,Male,Unemployed,I'm a student
Russian Federation,Male,10000,Employed full-time
Russian Federation,Male,Unemployed,I'm a student
Russian Federation,Male,,
Russian Federation,Male,Unemployed,I'm a student
Russian Federation,Male,Unemployed,I'm a student
Russian Federation,Male,Unemployed,I'm a student
Russian Federation,Male,10000,I'm a student
Russian Federation,Male,Unemployed,I'm a student
Russian Federation,Male,10000,I'm a student
Rwanda,Male,Unemployed,I'm a student
Saudi Arabia,Male,Unemployed,I'm a student
Serbia,Male,Unemployed,I'm a student
Serbia,Male,10000,Unemployed
Serbia,Male,Unemployed,I'm a student
Serbia,Male,Unemployed,I'm a student
Serbia,Male,Unemployed,I'm a student
Serbia,Male,Rather not say,I'm a student
Serbia,Male,Unemployed,I'm a student
Serbia,Male,Unemployed,I'm a student
Serbia,Male,Unemployed,I'm a student
Serbia,Male,,
Serbia,Male,Unemployed,I'm a student
Serbia,Male,Unemployed,I'm a student
Serbia,Male,Unemployed,I'm a student
Serbia,Male,Unemployed,I'm a student
Serbia,Male,Unemployed,Unemployed
Singapore,Male,50000,I'm a student
Singapore,Female,Unemployed,I'm a student
Singapore,Male,,
Singapore,Male,Unemployed,I'm a student
Slovakia,Male,,I'm a student
Slovakia,Male,Unemployed,I'm a student
Slovakia,Male,Rather not say,I'm a student
Slovakia,Male,10000,I'm a student
Slovakia,Male,,
Slovakia,Prefer not to disclose,,
Slovakia,Male,Unemployed,I'm a student
Slovakia,Male,Unemployed,Unemployed
Slovenia,Male,Unemployed,I'm a student
Slovenia,Male,10000,Freelance / Contractor
Slovenia,Male,Unemployed,I'm a student
Slovenia,Male,Unemployed,I'm a student
Slovenia,Male,10000,I'm a student
Slovenia,Male,Unemployed,I'm a student
Slovenia,Male,,
Slovenia,Male,10000,I'm a student
Slovenia,Male,Unemployed,I'm a student
Slovenia,Male,Unemployed,I'm a student
Slovenia,Male,Unemployed,I'm a student
South Africa,Male,,
South Africa,Male,Unemployed,I'm a student
Spain,Female,Unemployed,I'm a student
Spain,Male,Unemployed,I'm a student
Spain,Male,Rather not say,I'm a student
Spain,Male,Unemployed,I'm a student
Spain,Male,Unemployed,I'm a student
Spain,Male,Unemployed,I'm a student
Spain,Male,10000,I'm a student
Spain,Male,Unemployed,Prefer not to disclose
Spain,Male,Unemployed,I'm a student
Spain,Male,Unemployed,I'm a student
Spain,Male,Unemployed,I'm a student
Spain,Male,Unemployed,I'm a student
Spain,Male,Unemployed,I'm a student
Spain,Male,Unemployed,I'm a student
Spain,Male,10000,I'm a student
Spain,Male,Unemployed,I'm a student
Spain,Male,Unemployed,I'm a student
Spain,Male,Unemployed,I'm a student
Spain,Male,10000,I'm a student
Spain,Male,Rather not say,I'm a student
Spain,Male,,I'm a student
Spain,Male,,I'm a student
Spain,Female,10000,
Spain,Male,Unemployed,I'm a student
Spain,Male,30000,I'm a student
Spain,Male,Unemployed,I'm a student
Spain,Male,Unemployed,I'm a student
Spain,Male,Rather not say,I'm a student
Spain,Male,10000,I'm a student
Spain,Male,Unemployed,I'm a student
Spain,Male,Unemployed,I'm a student
Spain,Male,Unemployed,I'm a student
Spain,Male,,
Spain,Male,Unemployed,I'm a student
Spain,Male,Unemployed,I'm a student
Spain,Male,Unemployed,I'm a student
Spain,Female,,I'm a student
Spain,Male,Unemployed,I'm a student
Spain,Male,30000,I'm a student
Spain,Male,10000,Employed full-time
Spain,Prefer not to disclose,Unemployed,I'm a student
Spain,Male,10000,I'm a student
Spain,Male,,I'm a student
Spain,Male,Unemployed,Unemployed
Spain,Male,10000,I'm a student
Spain,Male,Unemployed,I'm a student
Spain,Male,Unemployed,I'm a student
Sri Lanka,Male,Unemployed,I'm a student
Sri Lanka,Female,,I'm a student
Sri Lanka,Male,Unemployed,I'm a student
Sri Lanka,Male,Unemployed,I'm a student
Sri Lanka,Female,Unemployed,I'm a student
Sri Lanka,Male,Unemployed,I'm a student
Sri Lanka,Male,Unemployed,I'm a student
Sri Lanka,Male,Unemployed,I'm a student
Sweden,Male,10000,Unemployed
Sweden,Male,,I'm a student
Sweden,Male,Unemployed,I'm a student
Sweden,Male,Unemployed,I'm a student
Sweden,Male,Unemployed,I'm a student
Sweden,Male,Unemployed,Unemployed
Sweden,Male,Unemployed,I'm a student
Sweden,Male,Unemployed,I'm a student
Sweden,Male,Unemployed,I'm a student
Sweden,Male,Unemployed,I'm a student
Sweden,Male,10000,I'm a student
Sweden,Male,Unemployed,I'm a student
Sweden,Male,Unemployed,I'm a student
Sweden,Male,Unemployed,I'm a student
Sweden,Male,Unemployed,I'm a student
Sweden,Male,,
Sweden,Male,Unemployed,I'm a student
Sweden,Male,10000,I'm a student
Sweden,Male,10000,I'm a student
Sweden,Male,Unemployed,I'm a student
Sweden,Male,Unemployed,I'm a student
Sweden,Male,Unemployed,I'm a student
Sweden,Male,Unemployed,I'm a student
Sweden,Male,Unemployed,I'm a student
Sweden,Male,,
Sweden,Male,Rather not say,I'm a student
