Country,Age,Gender,OccupationDescription,Salary,Industry,WorkRemote,EnjoyWorkRemote,WhereWorkRemote,WeeklyWorkHours
India,20-24,1,Mobile Application Developer,"$80,000 - $100,000",Software Products,Occasionally,"I like it, though I like visiting the office occasionally",A home office,97
United States,51-60,1,Desktop Software Developer,"$60,000 - $80,000",Web Services,Part-time Remote,I love it,My couch,47
United Kingdom,35-39,1,Full-Stack Web Developer,"$60,000 - $80,000",Foundation / Non-Profit,Full-time Remote,I love it,A home office,43
United States,40-50,1,"Executive (VP of Eng, CTO, CIO, etc.)","$100,000 - $120,000",Software Products,Occasionally,It's not my preference. I'd prefer to be in an office,A home office,59
Romania,30-34,1,Manager of Developers or Team Leader,Rather not say,Software Products,Never,,,34
Israel,30-34,1,Full-Stack Web Developer,,Advertising,Occasionally,"I like it, though I like visiting the office occasionally",A home office,34
India,20-24,0,Other,Student / Unemployed,Web Services,Full-time Remote,I'm neutral about it,A co-working space,19
India,20-24,1,Front-End Web Developer,Rather not say,Software Products,Occasionally,I'm neutral about it,A home office,59
India,30-34,1,Manager of Developers or Team Leader,,Software Products,Occasionally,It's not my preference. I'd prefer to be in an office,A home office,31
Pakistan,20-24,1,Back-End Web Developer,"$80,000 - $100,000",Consulting,Occasionally,I'm neutral about it,A home office,53
Philippines,20-24,0,Desktop Software Developer,"<$20,000",Gaming,Never,I love it,,16
India,25-29,1,DevOps,"<$20,000",Software Products,Never,,,29
China,25-29,1,Manager of Developers or Team Leader,Rather not say,Software Products,Occasionally,I'm neutral about it,A home office,55
Norway,30-34,1,Front-End Web Developer,"$100,000 - $120,000",Consulting,Occasionally,It's not my preference. I'd prefer to be in an office,A home office,59
Russia,25-29,1,Mobile Application Developer,Rather not say,Software Products,Never,,,31
United States,< 20,1,Student,"$20,000 - $40,000",Other,Never,,,61
Pakistan,25-29,1,Desktop Software Developer,"<$20,000",Software Products,Never,,,22
South Africa,40-50,1,Enterprise Level Services,"$80,000 - $100,000",Finance / Banking,Part-time Remote,I'm neutral about it,A home office,102
India,25-29,1,Back-End Web Developer,Rather not say,Web Services,Part-time Remote,I love it,A home office,37
United States,< 20,1,Student,Student / Unemployed,Student,Never,,,0
China,20-24,1,Mobile Application Developer,"<$20,000",Software Products,Never,,,19
Peru,25-29,1,Front-End Web Developer,"$20,000 - $40,000",Web Services,Occasionally,I love it,A home office,54
United States,35-39,1,Manager of Developers or Team Leader,"$100,000 - $120,000",Web Services,Occasionally,It's not my preference. I'd prefer to be in an office,A co-working space,40
India,25-29,1,Back-End Web Developer,"<$20,000",Software Products,Occasionally,I'm neutral about it,A home office,53
India,25-29,0,DevOps,,Software Products,Full-time Remote,I'm neutral about it,A home office,13
Poland,25-29,1,Full-Stack Web Developer,"$40,000 - $60,000",Web Services,Occasionally,It's not my preference. I'd prefer to be in an office,A home office,43
India,25-29,1,Mobile Application Developer,"<$20,000",Software Products,Never,,,64
United States,40-50,1,Manager of Developers or Team Leader,"$120,000 - $140,000",Software Products,Occasionally,"I like it, though I like visiting the office occasionally",A home office,49
India,30-34,1,Mobile Application Developer,"$20,000 - $40,000",Finance / Banking,Occasionally,"I like it, though I like visiting the office occasionally",A home office,49
India,35-39,1,I don't work in tech,"$20,000 - $40,000",Education,Occasionally,"I like it, though I like visiting the office occasionally",A home office,14
Sri Lanka,20-24,1,Student,Student / Unemployed,Student,Occasionally,I'm neutral about it,Other,87
India,25-29,1,Back-End Web Developer,"$20,000 - $40,000",Software Products,Full-time Remote,I love it,A home office,75
United States,30-34,1,Enterprise Level Services,"$100,000 - $120,000",Software Products,Occasionally,I'm neutral about it,My couch,50
Australia,35-39,1,Full-Stack Web Developer,"$120,000 - $140,000",Finance / Banking,Never,,,36
India,< 20,1,Student,Student / Unemployed,Student,Never,,,2
United States,< 20,1,Student,Student / Unemployed,Student,Part-time Remote,I'm neutral about it,A home office,0
India,30-34,1,Manager of Developers or Team Leader,Rather not say,Software Products,Occasionally,It's not my preference. I'd prefer to be in an office,A home office,110
China,25-29,1,Full-Stack Web Developer,"<$20,000",Advertising,Never,,,60
United States,30-34,1,Desktop Software Developer,"$120,000 - $140,000",Finance / Banking,Occasionally,It's not my preference. I'd prefer to be in an office,A home office,52
Israel,25-29,1,Full-Stack Web Developer,"$20,000 - $40,000",Software Products,Full-time Remote,I love it,My couch,0
India,20-24,1,Mobile Application Developer,"<$20,000",Software Products,Full-time Remote,I'm neutral about it,,95
United States,20-24,1,Student,Student / Unemployed,Student,Never,,,0
India,20-24,1,Mobile Application Developer,Rather not say,Software Products,Never,,,84
India,25-29,1,Full-Stack Web Developer,Rather not say,Retail,Never,,,19
India,25-29,1,Front-End Web Developer,"<$20,000",Web Services,Occasionally,"I like it, though I like visiting the office occasionally",A home office,67
Iran,20-24,1,Other,,Web Services,Never,,,57
India,< 20,1,Student,Student / Unemployed,Student,Occasionally,,,0
India,20-24,1,Full-Stack Web Developer,"<$20,000",Software Products,Never,,,26
India,20-24,1,"Executive (VP of Eng, CTO, CIO, etc.)","<$20,000",Software Products,Occasionally,I'm neutral about it,My couch,125
United States,20-24,0,Student,Student / Unemployed,Student,Occasionally,It's not my preference. I'd prefer to be in an office,My couch,92
Bangladesh,20-24,1,Student,"<$20,000",Other,Full-time Remote,I'm neutral about it,A home office,81
India,25-29,1,Full-Stack Web Developer,"<$20,000",Web Services,Occasionally,I love it,A coffee shop,104
India,20-24,1,Mobile Application Developer,"<$20,000",Software Products,Occasionally,"I like it, though I like visiting the office occasionally",A home office,23
India,30-34,1,Manager of Developers or Team Leader,"$60,000 - $80,000",Consulting,Occasionally,It's not my preference. I'd prefer to be in an office,A home office,30
Australia,51-60,1,Manager of Developers or Team Leader,"$100,000 - $120,000",Consulting,Occasionally,It's not my preference. I'd prefer to be in an office,A co-working space,51
India,20-24,1,Student,Student / Unemployed,Student,Full-time Remote,I'm neutral about it,A home office,48
United States,40-50,1,Manager of Developers or Team Leader,"$100,000 - $120,000",Web Services,Occasionally,"I like it, though I like visiting the office occasionally",A coffee shop,61
India,20-24,1,Mobile Application Developer,Rather not say,Software Products,Never,,,5
Sri Lanka,< 20,1,Student,Student / Unemployed,Student,Never,,,16
India,20-24,1,Student,,Student,Part-time Remote,I'm neutral about it,My couch,57
United States,20-24,1,Full-Stack Web Developer,Rather not say,Finance / Banking,Never,,,52
India,30-34,1,Full-Stack Web Developer,"$40,000 - $60,000",Consulting,Occasionally,I love it,A co-working space,62
Germany,40-50,1,Other,Rather not say,Other,Never,,,57
United States,25-29,1,Full-Stack Web Developer,"$40,000 - $60,000",Software Products,Never,,,51
Australia,35-39,1,Full-Stack Web Developer,"$120,000 - $140,000",Retail,Never,,,43
Kazakhstan,20-24,1,Desktop Software Developer,"<$20,000",Software Products,Occasionally,I'm neutral about it,A home office,59
United States,25-29,1,Full-Stack Web Developer,"$60,000 - $80,000",Software Products,Part-time Remote,"I like it, though I like visiting the office occasionally",A home office,37
United States,30-34,1,Desktop Software Developer,,Software Products,Occasionally,I'm neutral about it,My couch,49
India,25-29,1,Full-Stack Web Developer,"<$20,000",Consulting,Occasionally,I love it,A home office,52
United States,< 20,1,Student,Student / Unemployed,Gaming,Never,,,0
Romania,25-29,1,Manager of Developers or Team Leader,"$40,000 - $60,000",Other,Never,,,53
India,25-29,1,Mobile Application Developer,"$20,000 - $40,000",Software Products,Full-time Remote,I love it,A home office,87
United States,25-29,1,Full-Stack Web Developer,"$80,000 - $100,000",Retail,Never,,,51
United States,20-24,1,Student,Student / Unemployed,Student,Occasionally,I'm neutral about it,My couch,60
Indonesia,25-29,1,Mobile Application Developer,Rather not say,Software Products,Occasionally,It's not my preference. I'd prefer to be in an office,A co-working space,39
India,20-24,1,Student,Student / Unemployed,Student,Occasionally,I'm neutral about it,A home office,105
United Kingdom,40-50,1,Other,"$100,000 - $120,000",Software Products,Full-time Remote,I hate it,My couch,36
India,20-24,0,Back-End Web Developer,"<$20,000",Software Products,Occasionally,I'm neutral about it,Other,26
India,25-29,1,Full-Stack Web Developer,"<$20,000",Software Products,Part-time Remote,I'm neutral about it,A home office,21
United States,20-24,1,Full-Stack Web Developer,Student / Unemployed,Not Currently Employed,Never,,,0
United States,30-34,1,Full-Stack Web Developer,"$120,000 - $140,000",Web Services,Occasionally,I love it,A home office,80
South Korea,35-39,1,Other,"$40,000 - $60,000",Gaming,Never,,,30
India,25-29,1,Full-Stack Web Developer,"<$20,000",Software Products,Never,,,57
United States,30-34,1,"Executive (VP of Eng, CTO, CIO, etc.)",">$140,000",Advertising,Full-time Remote,"I like it, though I like visiting the office occasionally",A home office,44
Japan,35-39,1,Other,"$80,000 - $100,000",Other,Occasionally,It's not my preference. I'd prefer to be in an office,Other,46
Australia,25-29,1,Embedded Application Developer,"$40,000 - $60,000",Consulting,Never,,,28
Brazil,20-24,1,Back-End Web Developer,"<$20,000",Finance / Banking,Occasionally,I'm neutral about it,A home office,49
United States,51-60,0,Desktop Software Developer,"$100,000 - $120,000",Manufacturing,Occasionally,"I like it, though I like visiting the office occasionally",A home office,62
United States,25-29,1,I don't work in tech,"$20,000 - $40,000",Healthcare,Occasionally,I love it,My couch,6
Bangladesh,25-29,1,Student,Student / Unemployed,Student,Never,,,27
United States,30-34,1,Embedded Application Developer,"$80,000 - $100,000",Manufacturing,Occasionally,I'm neutral about it,A home office,39
Canada,20-24,1,Back-End Web Developer,"<$20,000",Foundation / Non-Profit,Full-time Remote,I love it,A home office,72
Kuwait,30-34,1,Manager of Developers or Team Leader,,Finance / Banking,Occasionally,"I like it, though I like visiting the office occasionally",A coffee shop,42
Canada,20-24,1,I don't work in tech,Student / Unemployed,Not Currently Employed,Never,,,0
India,20-24,1,Mobile Application Developer,"<$20,000",Gaming,Full-time Remote,I love it,A home office,0
United States,35-39,1,Full-Stack Web Developer,"$100,000 - $120,000",Government,Never,,,36
China,25-29,1,Back-End Web Developer,"$20,000 - $40,000",Other,Never,,,49
Russia,20-24,1,Back-End Web Developer,Rather not say,Web Services,Never,,,34
India,20-24,1,Desktop Software Developer,"<$20,000",Software Products,Occasionally,"I like it, though I like visiting the office occasionally",A home office,82
Greece,25-29,NA,Desktop Software Developer,Student / Unemployed,Gaming,Full-time Remote,I love it,A home office,18
United States,< 20,1,Student,Student / Unemployed,Student,Never,,,18
India,20-24,1,Back-End Web Developer,Rather not say,Web Services,Occasionally,I'm neutral about it,A home office,23
United States,20-24,1,Full-Stack Web Developer,Student / Unemployed,Software Products,Part-time Remote,"I like it, though I like visiting the office occasionally",A home office,0
United States,35-39,1,Full-Stack Web Developer,Rather not say,Web Services,Occasionally,It's not my preference. I'd prefer to be in an office,My couch,43
Australia,20-24,1,Full-Stack Web Developer,"$40,000 - $60,000",Finance / Banking,Occasionally,I love it,A home office,100
Sri Lanka,20-24,0,Student,,Software Products,Never,,,31
United States,25-29,1,Student,"$20,000 - $40,000",Student,Occasionally,"I like it, though I like visiting the office occasionally",A home office,52
United States,30-34,1,Database Administrator,"$80,000 - $100,000",Healthcare,Never,,,38
Australia,35-39,1,Mobile Application Developer,"$80,000 - $100,000",Education,Occasionally,I'm neutral about it,A home office,51
United States,25-29,1,Full-Stack Web Developer,"$80,000 - $100,000",Education,Never,,,50
Brazil,25-29,1,Other,"<$20,000",Web Services,Never,,,32
China,35-39,1,Manager of Developers or Team Leader,Rather not say,Software Products,Full-time Remote,"I like it, though I like visiting the office occasionally",A home office,51
United Kingdom,>60,1,Enterprise Level Services,"$100,000 - $120,000",Consulting,Part-time Remote,It's not my preference. I'd prefer to be in an office,A home office,28
Australia,25-29,1,Full-Stack Web Developer,,Software Products,Occasionally,It's not my preference. I'd prefer to be in an office,My couch,0
Indonesia,20-24,1,Mobile Application Developer,"<$20,000",Gaming,Never,,,57
Canada,25-29,0,Student,Student / Unemployed,Student,Never,,,0
India,20-24,1,Mobile Application Developer,"<$20,000",Software Products,Part-time Remote,I'm neutral about it,A home office,56
United States,25-29,1,Full-Stack Web Developer,"$60,000 - $80,000",Software Products,Never,,,35
Hong Kong,30-34,1,Back-End Web Developer,,Software Products,Never,,,43
United States,40-50,1,Back-End Web Developer,">$140,000",Software Products,Occasionally,It's not my preference. I'd prefer to be in an office,A home office,50
Australia,20-24,0,Full-Stack Web Developer,"$40,000 - $60,000",Consulting,Occasionally,"I like it, though I like visiting the office occasionally",A home office,66
India,30-34,1,Full-Stack Web Developer,Rather not say,Software Products,Occasionally,"I like it, though I like visiting the office occasionally",A home office,67
United States,40-50,1,Desktop Software Developer,"$80,000 - $100,000",Healthcare,Occasionally,I love it,A home office,71
